newtest 10 10 10 5
sas 5 5 5 11
1 5 5 5 5
1 5 5 5 4
sa 4 4 4 5
gas 4 4 4 8
das 4 4 4 9
ads 4 4 4 4
Unnamed 5 5 5 35
Unnamed 5 5 5 18
Unnamed 5 5 5 14
s4 4 4 2 9
s4 4 4 2 9
s5 5 5 5 5
s5 5 5 5 4
s5 5 5 5 27
c20 20 20 5 12
s5 5 6 1 2
s5 5 6 1 2
s5 5 6 1 2
s20 20 20 1 8
5s 5 5 5 15
5s 5 5 5 2
